Source,Target,Weight
IAD,PUJ,4350
ORD,CID,4352
ATL,EGE,4353
CVG,SLC,4353
DFW,SJT,4354
MSY,PHX,4355
DAY,ORD,4356
BWI,DFW,4357
SVO,MIA,4357
LGA,MCI,4358
TPA,BWI,4358
DFW,MSP,4359
CLT,AUA,4360
LAS,COS,4361
AMS,MSP,4361
DFW,BZN,4362
DRO,DFW,4362
EUG,SEA,4363
EWR,EDI,4364
PHL,IAH,4365
JFK,AUA,4365
CLT,JFK,4366
SLC,CLT,4367
SAT,MCO,4369
BRU,JFK,4370
SMF,SFO,4371
BDL,MIA,4372
LAS,SNA,4372
GDL,LAS,4374
TUS,SLC,4375
MAN,ATL,4376
GNV,ATL,4376
NGO,HNL,4376
LAX,SAT,4377
MCO,LGA,4378
OAK,SLC,4378
BOS,BUF,4379
SAN,LAS,4379
SAP,ATL,4379
LAS,DCA,4380
ORD,LGW,4381
MEX,DFW,4381
PHL,YYZ,4382
ORD,CPH,4383
DEN,CMH,4386
PIT,ORD,4387
PHL,PIT,4387
MSP,RAP,4389
MCO,FOR,4390
KOA,LAX,4391
PHL,DFW,4391
CLT,ORD,4391
DEN,LAS,4392
HOG,MIA,4392
ONT,DEN,4393
JFK,BOS,4393
PHL,SYR,4394
MEX,LAS,4394
LAS,MEX,4395
SFO,CPH,4395
IAD,DFW,4397
SLC,PSP,4397
JFK,HND,4397
BOS,LHR,4399
GRU,LAX,4399
SFO,PSP,4399
ATW,MSP,4401
SJU,STT,4401
GDL,IAH,4402
MCO,SDQ,4402
DEN,TUS,4402
EWR,STI,4403
SMF,SAN,4403
RAP,MSP,4404
MSP,GRB,4404
PBI,DCA,4406
RDM,SFO,4407
BWI,LAS,4410
SEA,BWI,4410
MSP,TPA,4411
SAT,SEA,4412
FLL,DXB,4412
FLL,BDL,4413
LAS,PIT,4414
PHX,TUL,4415
SXM,JFK,4417
DCA,MCI,4417
SAN,SMF,4418
ILM,ATL,4419
PHL,SEA,4419
LAX,DCA,4424
ATL,PTY,4425
PTY,LAS,4425
MIA,BDL,4426
YYZ,EWR,4427
PDX,SLC,4427
JFK,FRA,4427
SLC,AUS,4428
TPA,MSP,4429
MCO,SFO,4431
CPH,ORD,4432
FLL,PTY,4434
HKG,SFO,4435
CLO,MIA,4436
MSP,PSP,4436
DEN,DTW,4436
BWI,PUJ,4436
BOS,FLL,4439
SLC,PDX,4440
EWR,VIE,4440
LIR,EWR,4440
SJC,RNO,4446
LAX,TPE,4447
PDX,DFW,4448
GUA,DFW,4449
MSP,RST,4450
TPE,SFO,4450
HNL,ANC,4450
FLL,PAP,4451
DCA,RSW,4452
EWR,MXP,4452
STL,SEA,4454
MIA,GND,4458
CPH,IAD,4459
DCA,LAX,4460
MKE,TPA,4460
GUM,MNL,4460
CLT,SLC,4462
SLC,SJC,4464
IAH,MEX,4464
MCO,LAS,4464
RDU,JFK,4467
JFK,DCA,4468
MSY,PHL,4468
PHX,RNO,4468
MCO,CMH,4469
ATL,HPN,4470
BWI,DEN,4470
PHL,MAN,4473
TPA,IAH,4475
CZM,DFW,4475
FOR,MIA,4475
YYZ,TPA,4475
HOU,LIR,4477
ARN,LAX,4477
LAS,CLE,4478
AMS,SLC,4481
MSY,BOS,4481
PVD,PHL,4486
DAL,SLC,4486
MSP,FAR,4487
PSP,PHX,4487
RNO,PHX,4488
DFW,LGA,4488
PHL,ROC,4490
DCA,RDU,4492
CLE,LGA,4493
IAD,PEK,4493
ORD,PVR,4495
LGA,ORD,4497
LIH,PDX,4497
ORD,IAH,4497
PHL,MAD,4498
FUK,HNL,4500
JFK,RDU,4500
SAN,OGG,4502
BZN,SLC,4502
DFW,LHR,4502
FLL,RDU,4503
LAX,PHX,4504
SEA,STL,4504
BOS,MSY,4504
PHL,BNA,4505
ATL,GNV,4505
MXP,MIA,4506
TPA,PVD,4506
MIA,CCS,4506
KEF,IAD,4508
OSL,EWR,4509
MCO,LBE,4510
EWR,CPH,4511
ATL,SAL,4511
IAD,MIA,4512
DFW,LIM,4514
ORD,DAY,4516
LAS,RDU,4517
DTW,CDG,4521
ATL,CHO,4522
HPN,ATL,4523
YLW,SEA,4523
COS,PHX,4525
LIT,STL,4525
PHX,EWR,4526
PHX,PIT,4529
SAT,ELP,4529
SFO,PVR,4530
LAX,TPA,4530
PUJ,BWI,4530
LIH,LAX,4531
DEN,FAT,4531
MIA,MSP,4531
MKE,FLL,4532
SAF,DFW,4532
ORD,AMM,4533
DFW,CDG,4534
EWR,MAN,4536
JAX,LGA,4537
PDX,ORD,4537
PHX,COS,4538
ORD,SLC,4539
LAS,BWI,4539
BOM,JFK,4539
STL,LGA,4540
SEA,EAT,4540
ORD,DFW,4541
SEA,YLW,4541
PHL,PHX,4541
DEN,DFW,4542
CID,ORD,4543
MSP,FLL,4543
DTW,DFW,4545
BWI,LAX,4546
JAX,FLL,4546
LAX,KOA,4547
IAH,ORD,4548
ZIH,LAX,4548
ANC,ENA,4549
TUS,IAH,4549
XNA,ATL,4550
FSD,MSP,4552
BWI,TPA,4553
LAS,ATL,4553
LAS,MCO,4554
MSP,MIA,4554
PDX,KOA,4555
SAN,ABQ,4556
PDX,MDW,4556
CLT,MDW,4556
PVR,MSP,4556
FRA,DTW,4557
DEN,RNO,4559
ATL,FAY,4560
SAL,LAX,4560
SEA,SFO,4561
SXM,MIA,4561
YUL,LGA,4561
ORD,CMH,4561
MAN,EWR,4564
ORD,MCI,4564
JFK,BRU,4564
SJC,LGB,4565
PLS,ATL,4565
PHX,JFK,4567
ORD,YUL,4567
PIT,DEN,4567
CLT,MEM,4569
DTW,EWR,4570
SFO,CDG,4571
KOA,DEN,4571
LAS,DEN,4572
TYS,DFW,4572
BLI,SEA,4573
SAN,MIA,4574
ORD,JFK,4576
ATL,SJD,4577
DEN,JAX,4577
IAH,LGA,4578
LAX,GRU,4578
SJO,DFW,4578
PNS,BNA,4578
XNA,DFW,4579
SFO,MIA,4582
LAS,TPA,4582
MIA,TGU,4582
LFT,DFW,4583
AKL,HNL,4583
SFO,DFW,4584
BNA,CLT,4584
JFK,NRT,4584
SLC,CVG,4585
LFT,IAH,4586
LAS,TPA,4587
SMF,DAL,4587
ATL,OAK,4589
JFK,BWI,4590
DFW,DEN,4593
IAD,ATL,4595
JFK,JED,4596
JFK,CLT,4597
CMH,FLL,4599
LIM,LAX,4599
MSP,TPA,4600
MIA,SFO,4600
LGA,JAX,4603
DFW,SJU,4603
CUN,DTW,4604
FLL,CUN,4604
FLL,CUN,4605
ORD,IND,4606
DEN,LIH,4608
RDU,DTW,4610
YUL,ORD,4611
DCA,PHL,4612
HDN,DFW,4612
SEA,PEK,4613
BWI,LHR,4613
YOW,IAD,4614
MIA,YUL,4616
CLT,ATL,4616
EWR,DTW,4618
TPA,BHM,4618
SFO,BUR,4620
SPN,PVG,4623
DAL,SFO,4624
JAC,DFW,4625
PDX,HNL,4625
MSP,FSD,4625
LAX,ARN,4625
DEN,BWI,4625
PDX,JFK,4626
IAH,TPA,4627
LIH,DEN,4628
ATL,MIA,4629
PHX,YVR,4630
ORD,HND,4630
NRT,SEA,4633
HNL,PDX,4634
EGE,ATL,4634
PIT,LAS,4636
PIE,GRR,4637
MDT,ORD,4638
BWI,SEA,4638
ORD,MCI,4639
FAT,SFO,4640
BWI,SFO,4640
ATL,DEN,4643
BOG,FLL,4644
FAT,PHX,4644
SFO,EUG,4645
MCO,PIT,4647
JAX,IAD,4648
SLC,BWI,4649
LAS,LGW,4649
BSB,MIA,4649
MSP,DFW,4650
YYZ,ORD,4650
DTW,EWR,4650
SFO,MCI,4650
SJO,HOU,4650
BNA,DEN,4651
SLC,ORD,4652
IAD,PEK,4652
SAL,ATL,4653
HNL,LGB,4654
MIA,SXM,4654
YYZ,PHL,4654
RDU,MCO,4658
CLE,LAS,4659
CLT,SMF,4660
ORD,MBJ,4661
EWR,DTW,4661
MCO,PVD,4661
IAH,AUS,4663
TUS,LAX,4663
SEA,LHR,4665
LHR,SJC,4666
FAT,LAS,4669
CMH,IAD,4669
PHL,MSY,4669
ATL,UIO,4669
BDL,RSW,4669
ORD,TPA,4670
BOS,SRQ,4670
LGA,IAD,4671
PVD,MCO,4672
OGG,ITO,4673
PVU,AZA,4674
BUF,EWR,4674
EGE,DEN,4674
LAS,SAN,4675
LHR,MSP,4675
SJU,DFW,4676
AUA,JFK,4677
CPH,EWR,4679
PVD,TPA,4680
BOS,LIS,4681
MIA,MXP,4682
BZN,DFW,4683
FAR,AZA,4684
BZN,SLC,4685
OSL,JFK,4685
MDW,CLT,4685
MSP,STL,4687
SEA,KOA,4688
MCO,SAT,4688
JED,JFK,4689
PVR,ATL,4689
MAN,PHL,4692
FLL,BOS,4692
UVF,ATL,4693
BDL,DEN,4695
LAS,LGW,4695
TGU,MIA,4695
PHL,YYZ,4696
ORD,VIE,4697
JFK,BOS,4697
MCO,BNA,4698
DCA,IND,4699
ABQ,SAN,4699
PHX,YVR,4699
IND,DCA,4701
JAN,CLT,4701
BWI,MKE,4702
CUN,DEN,4702
TPA,LAS,4702
EWR,MCI,4706
DTW,DEN,4707
BNA,DTW,4709
MIA,SAN,4709
LAX,CVG,4709
ICN,HNL,4711
JFK,ORD,4713
DFW,DEN,4714
ICN,DFW,4714
DEN,ORD,4716
ECP,BNA,4716
SLC,DAL,4718
YVR,PHX,4719
MSP,RSW,4721
KOA,SEA,4722
IAH,CDG,4722
PHX,MSY,4722
IAD,CLE,4723
BSB,MCO,4724
CLE,SFO,4724
XNA,ATL,4725
ORD,SDF,4726
LIH,SFO,4727
DTW,DSM,4727
AZA,PVU,4727
HNL,PVG,4727
PTY,ATL,4727
JFK,ROC,4729
BOG,MIA,4730
MEX,ORD,4731
YVR,PHX,4731
GIG,MIA,4731
LGB,SJC,4733
TUL,STL,4734
BLI,SEA,4734
YVR,ORD,4737
YWG,MSP,4738
SEA,NRT,4738
LAS,EWR,4739
ATL,XNA,4740
TUL,PHX,4740
FLL,SDQ,4741
TPA,TTN,4741
ATL,HPN,4741
LGA,DFW,4741
ORD,YVR,4742
YYC,IAH,4742
MRY,PHX,4742
JFK,WAW,4745
EWR,PEK,4745
MSP,PHX,4746
LAS,PHL,4747
ZRH,EWR,4748
SFO,CLE,4748
SNU,MIA,4749
BUF,BOS,4749
DXB,FLL,4749
DCA,ORD,4750
GIG,JFK,4750
DFW,MSP,4751
PSE,MCO,4751
MEM,CLT,4752
PIT,PHX,4752
DEN,MSY,4753
RST,MSP,4753
ORD,YYZ,4754
SLC,LGB,4755
EWR,STI,4758
SEA,SFO,4758
STL,TUL,4758
YYZ,PHL,4759
PUJ,IAD,4760
SFO,IAD,4763
BSB,MIA,4765
SFO,SEA,4765
RSW,MSP,4765
DAL,SEA,4767
OMA,ORD,4768
SFO,TPA,4768
DEN,DFW,4769
PHX,MKE,4769
MIA,SVO,4771
STT,CLT,4772
LAX,DCA,4772
MSY,SEA,4772
CMH,IAH,4773
LGW,LAS,4774
ATL,LGA,4776
IND,CLT,4776
MGM,ATL,4777
LAX,YYC,4777
DEN,SJD,4779
HOU,SJO,4781
ANC,BET,4783
DEN,PIT,4783
LAX,PVG,4784
JFK,MUC,4784
IAD,CDG,4784
ORD,SRQ,4784
RSW,CVG,4786
BOS,FRA,4786
BMI,ATL,4788
LHR,BWI,4788
RDU,DCA,4790
YYZ,BOS,4790
BZE,ATL,4793
KOA,YVR,4794
SYR,PHL,4796
SMF,CLT,4796
RSW,DCA,4797
AUS,SLC,4797
HKG,IAD,4798
DTW,LAN,4800
DEN,CUN,4800
BNA,LGA,4802
SFO,ONT,4802
ATL,ILM,4803
SFB,ABE,4804
HNL,KIX,4805
SJD,DEN,4806
TTN,TPA,4808
KOA,PDX,4810
ONT,SEA,4811
ZRH,IAD,4812
JFK,GEO,4812
JFK,CMN,4813
MCO,SJO,4813
LIH,LAX,4814
SAT,DEN,4815
PVG,BOS,4816
LIS,EWR,4817
BHM,IAH,4820
DFW,FRA,4821
MDW,MHT,4821
LGB,SLC,4822
SMF,PDX,4822
GDL,SFO,4822
MDW,PDX,4822
LBE,MCO,4824
EWN,CLT,4825
DEN,PVR,4826
ORD,PVG,4828
MIA,BSB,4829
MKE,BWI,4829
ATL,FWA,4830
LAX,BWI,4831
EAT,SEA,4831
DFW,YYZ,4831
IAD,PIT,4832
CLT,DSM,4834
FWA,ATL,4836
IAH,DTW,4836
IAH,SLC,4837
BUF,JFK,4838
PHX,CUN,4838
LAX,NRT,4838
PHL,AUS,4839
STL,MIA,4839
IAH,CLT,4841
VIE,EWR,4841
LIS,BOS,4842
FRA,ATL,4843
JAN,IAH,4845
CLT,TRI,4845
XNA,CLT,4847
JFK,EZE,4847
ORD,ASE,4847
POP,EWR,4850
GJT,DFW,4851
SEA,MSY,4852
CDG,IAD,4853
SFO,BWI,4854
MIA,SAL,4854
OKC,DFW,4855
ORD,PDX,4855
ORD,LGA,4857
ELP,SAT,4858
MCO,PSE,4859
ZRH,JFK,4860
PHX,ONT,4862
AUS,LAS,4863
ONT,MDW,4863
PIT,MCO,4866
MIA,MVD,4866
ATL,MLI,4867
YUL,ATL,4867
IAD,LGA,4867
PHX,MEX,4867
MKE,LGA,4867
MKE,STL,4867
PDX,MCO,4868
LAX,MSP,4868
BNA,SEA,4869
OAK,ATL,4869
DCA,SLC,4870
RSW,DEN,4870
ATL,IAH,4870
CLT,LIT,4870
DTW,STL,4871
PIT,IAD,4872
LAX,SAT,4872
SAV,DFW,4873
SEA,SAT,4873
RDU,DEN,4874
PVR,SFO,4874
ORD,LAS,4875
FRA,ATL,4875
PVR,ORD,4877
CMH,LAX,4878
RDU,LAS,4878
DSM,STL,4879
SEA,ATL,4880
MSY,DEN,4881
AUS,PHL,4882
ORD,OMA,4885
SEA,MFR,4886
CLT,ABE,4888
LAS,FAT,4888
DEN,OGG,4889
GRB,MSP,4889
OAK,ABQ,4890
TPA,PHX,4890
OAK,OGG,4892
MSP,DFW,4892
ORD,BNA,4892
PVR,LAX,4894
MCO,LGW,4894
ORD,PUJ,4894
RSW,LGA,4897
BOS,JFK,4900
COS,ORD,4900
DEN,ANC,4900
CLT,IAH,4901
AUS,FLL,4901
TPA,LGW,4901
YVR,KOA,4901
ATL,MTY,4902
MAN,JFK,4904
SJD,ATL,4904
MCI,ORD,4905
PHX,ORD,4905
PTY,FLL,4905
MFR,SEA,4905
SJO,MCO,4906
PSP,PHX,4908
ARN,EWR,4909
VVI,MIA,4911
ONT,MCO,4912
BNA,PNS,4913
EWR,LHR,4913
CLT,STT,4916
IAD,CMH,4916
GDL,SFO,4918
CLT,MHT,4920
MKE,MCO,4920
PHX,ORD,4920
IAH,YYC,4920
MSP,DLH,4921
LGW,TPA,4922
MIA,LGA,4923
PVR,LAX,4925
PBI,ATL,4925
ATL,LHR,4926
STL,DTW,4926
CUN,STL,4926
EWR,KEF,4927
FSD,AZA,4928
LHR,DFW,4930
BHM,HOU,4930
IAH,EWR,4932
BWI,DTW,4935
MSP,BIS,4935
PHL,MDT,4936
LGA,MIA,4936
PVG,SPN,4936
HND,JFK,4936
STI,EWR,4937
MCO,PDX,4938
DSM,CLT,4939
CLT,DTW,4940
RDU,DEN,4941
SJC,SLC,4941
CDG,SFO,4941
DTW,CLE,4945
FLL,BOG,4946
BIS,MSP,4947
FAR,MSP,4948
CLT,CMH,4949
IAH,PIT,4949
LAS,FLL,4949
CLT,JAN,4951
LAX,MEX,4951
JFK,BCN,4953
STL,DSM,4954
SMF,GDL,4955
LIH,OAK,4956
SEA,PVG,4956
DEN,PHL,4957
DTW,BWI,4960
MIA,STI,4960
EWR,YYZ,4961
LGA,YUL,4964
MLI,ATL,4965
SEA,BNA,4966
ORD,PUJ,4967
MIA,ATL,4968
BOS,ATL,4968
JFK,MBJ,4970
MEX,PHX,4973
MCO,YYC,4974
SJD,SFO,4975
ATL,BOG,4976
IAH,YVR,4977
CLE,ATL,4977
NAS,MIA,4980
SLC,CUN,4980
JFK,ZRH,4981
DCA,LAX,4982
LAX,GDL,4982
SAT,LAX,4984
ORD,CUN,4986
LHR,BOS,4986
ATW,ORD,4988
LAS,MSY,4988
LAX,FLL,4991
CLT,EWN,4993
LAS,ATL,4993
IAH,BHM,4994
TPA,ACY,4995
MCO,LAS,4996
ASE,DFW,4997
LGW,MCO,4998
EUG,SFO,4999
ENA,ANC,4999
LAN,DTW,5002
MDW,CUN,5002
BOS,YYZ,5005
YYC,IAH,5005
SLC,BZN,5008
RDU,FLL,5009
IAH,DEN,5010
PIT,RSW,5010
MBJ,FLL,5011
CVG,RSW,5011
SFO,HND,5011
IAH,DEN,5013
LIM,DFW,5013
MUC,JFK,5013
TRI,CLT,5015
LAS,ORD,5016
ATL,SDQ,5019
LAX,PHX,5020
ONT,PHX,5021
CLT,HPN,5022
MAD,JFK,5023
ATL,MCO,5023
FCA,SEA,5024
JNB,IAD,5026
TUS,SAN,5026
LAS,SJC,5027
LGW,ORD,5027
MEM,HOU,5028
PHL,FCO,5030
BDL,ORD,5030
CUN,FLL,5032
DEN,RDU,5032
LIM,MCO,5032
MDW,PVD,5033
PHX,TPA,5033
BUF,MCO,5034
MCO,SAN,5039
DFW,DEN,5039
SAV,JFK,5041
SYR,CLT,5042
SEA,KEF,5042
YVR,SJC,5043
RDU,LHR,5044
BNA,IAD,5045
FRA,DFW,5045
MCI,BWI,5047
IAH,JAN,5049
ATL,XNA,5051
FLL,MSP,5051
LAX,GDL,5052
DTW,FRA,5052
IAH,SAP,5053
LAX,SAT,5053
BOS,NRT,5054
TPE,LAX,5054
JFK,CDG,5054
SLC,STL,5054
ASE,IAH,5056
IAH,CMH,5056
ATH,EWR,5056
EWR,ZRH,5060
YYC,OGG,5060
LGA,TPA,5061
ONT,SFO,5062
PLS,MIA,5064
KEF,BOS,5064
BHM,CLT,5065
STL,CLE,5065
SAL,LAX,5066
PVD,DCA,5070
ELP,AUS,5070
LAX,CMH,5074
PBI,TTN,5076
PUJ,ORD,5076
LGA,STL,5077
IAH,FLL,5077
DEN,JFK,5077
MSP,PUJ,5077
RNO,SFO,5077
BWI,KEF,5077
ATL,ORD,5078
HPN,ATL,5078
ABE,SFB,5080
SJC,GDL,5082
ATL,FRA,5082
YYC,LAX,5082
YVR,IAH,5082
RIC,PHL,5083
PHL,PUJ,5085
EWR,BNA,5087
YYZ,IAD,5087
EWR,LAS,5088
LGA,MKE,5088
CDG,PHL,5090
CVG,LAS,5091
DSM,DTW,5092
IAH,LIM,5092
DEN,DSM,5093
TTN,PBI,5094
ORD,SAT,5094
YYC,MCO,5095
LHR,RDU,5097
ATL,CLT,5097
MSP,PVR,5098
AMS,ORD,5101
LAX,KOA,5102
SFO,CUN,5103
RNO,DEN,5104
YYZ,JFK,5105
GRR,PIE,5106
PHL,SAN,5107
ORD,NRT,5108
MCO,CUN,5108
LAX,PEK,5109
GDL,SJC,5109
CAE,DFW,5110
ATL,EWR,5111
EWR,BQN,5113
TYS,ATL,5114
ORD,BDL,5115
DFW,PEK,5116
ORD,WAW,5116
DCA,IAH,5117
EWR,BUF,5118
JFK,DEN,5119
MCO,STL,5119
LHR,ATL,5121
YYZ,DFW,5123
LAS,AUS,5128
BCN,JFK,5128
JFK,KEF,5128
FLL,SLC,5130
SMF,GDL,5134
PHX,IAH,5135
IAD,BDL,5139
LGA,RSW,5141
PHX,MRY,5141
CLT,MUC,5143
HNL,MNL,5145
JFK,SAV,5145
MUC,CLT,5146
PVD,MDW,5147
FLL,LAS,5148
STL,MCO,5149
ATL,TRI,5150
PEK,EWR,5151
ORD,ZRH,5152
SAT,ORD,5153
SRQ,ORD,5155
MHT,CLT,5156
SAN,BNA,5156
RNO,SJC,5158
IAH,PHX,5162
JFK,BOS,5164
STL,CUN,5164
PHX,RNO,5166
DUB,PHL,5167
EWR,ARN,5168
SEA,ONT,5169
LAS,MCO,5171
SMF,LGB,5173
DFW,SAV,5174
PHL,MSP,5174
ORD,LGA,5175
DTW,MCO,5175
MCO,BUF,5175
ORD,MAD,5175
OAK,BOI,5175
EWR,ATH,5177
LIT,CLT,5178
MSY,PHL,5180
GEO,JFK,5180
ORD,NRT,5181
MUC,ORD,5181
PHX,PSP,5182
LGA,ATL,5183
ATL,BMI,5183
ATL,TYS,5184
ATL,LAS,5185
PHL,DCA,5186
SCK,LAS,5186
MCO,MSP,5189
ATL,MSP,5189
BOS,PTY,5189
LGB,SMF,5190
CDG,IAH,5191
OGG,SJC,5192
PHX,FLL,5193
PHX,FAT,5197
TPA,LAS,5197
FAT,GDL,5197
BDL,IAD,5201
ATL,JFK,5202
PHX,LAX,5203
AMS,IAH,5206
PHL,ALB,5206
HSV,CLT,5207
CLE,FLL,5210
IAH,SCL,5210
DEN,ATL,5211
BOG,ATL,5211
MCI,SFO,5212
IAH,PEK,5213
IAD,SFO,5214
CDG,DFW,5214
CUN,SLC,5214
ORD,MKE,5217
STL,SLC,5219
MDE,FLL,5222
DEN,MIA,5224
UIO,ATL,5225
MIA,HAV,5226
JFK,CDG,5231
IAD,RDU,5231
DCA,PVD,5232
PIT,IAH,5233
IAH,DTW,5235
ORD,ICN,5237
FAY,CLT,5238
DFW,NRT,5239
DEN,MSO,5239
NGO,GUM,5240
DEN,IAH,5241
CID,DEN,5241
ORD,SYR,5242
BOS,ZRH,5242
SJD,SAN,5242
LAS,CVG,5243
ORD,PVR,5243
ATL,YUL,5244
DEN,DFW,5244
PEK,SEA,5244
SJD,SFO,5246
KOA,LAX,5246
JFK,NRT,5247
CLT,BHM,5248
CUN,DEN,5250
MCO,ONT,5251
BNA,BOS,5251
KEF,EWR,5251
MNL,GUM,5251
DCA,BDL,5252
DUB,EWR,5254
SFO,CAN,5254
CLT,PIT,5257
BOI,LAX,5257
GDL,SMF,5258
LHR,SEA,5258
SLC,DCA,5259
MSP,MCO,5262
PVG,SEA,5262
NRT,JFK,5263
CAN,SFO,5266
SAN,MCO,5267
MCO,GIG,5268
DLH,MSP,5269
CLT,IAD,5269
LAX,LHR,5271
CLT,BNA,5271
DEN,SNA,5273
SAT,LAX,5273
STL,MKE,5273
PUS,GUM,5273
GDL,LAX,5275
DTW,BNA,5275
DTW,IAH,5276
AMS,EWR,5276
SLC,RNO,5277
PHL,DEN,5278
IAH,CLE,5279
LAX,SJD,5282
GDL,ONT,5282
CMH,PHL,5286
MIA,STL,5289
DEN,RSW,5291
CMH,LGA,5292
ORD,MUC,5293
SAT,ORD,5295
PDX,OGG,5295
OKC,DAL,5296
GUM,PUS,5296
ATL,PIT,5296
CMH,PHX,5297
NBO,JFK,5297
GUM,SPN,5298
OKC,DEN,5300
FLL,IAH,5300
FLL,MDE,5301
CLT,MLB,5302
LGA,MCO,5304
DEN,RDU,5304
LAX,SAL,5304
EWR,IAD,5305
CLE,STL,5306
ORD,OGG,5306
FLL,RDU,5308
MCO,LGA,5310
BQN,EWR,5310
EWR,MBJ,5310
LGA,BNA,5311
BOS,BWI,5313
OAK,HNL,5314
PEK,BOS,5314
RIC,CLT,5315
BNA,PIT,5315
ITO,OGG,5317
PIT,CLT,5317
PSC,SEA,5319
FLL,CMH,5320
LIH,LAX,5321
IAH,RDU,5323
ATL,MGM,5324
MCO,MKE,5324
PVR,DEN,5325
ATL,SEA,5326
STL,OKC,5328
CLT,IND,5332
MIA,DEN,5333
CDG,JFK,5336
ATL,LHR,5337
HOU,MEM,5338
LAX,CUN,5339
BNA,SAN,5341
PUW,SEA,5342
EWR,LIS,5343
PHL,DUB,5344
CMH,STL,5344
GDL,OAK,5344
PHX,BUR,5346
CLT,HSV,5347
MCI,DCA,5347
PHX,CMH,5348
SEA,PVR,5349
SEA,NRT,5349
JNU,ANC,5351
ATL,MKE,5351
ABE,CLT,5351
SPN,GUM,5352
TPA,SFO,5352
IND,PHX,5353
SEA,BZN,5353
CDG,DTW,5356
MAD,PHL,5356
CRP,DFW,5356
LAX,PVG,5361
SLC,BUR,5364
AUS,MSP,5365
GDL,SJC,5366
SEA,BLI,5367
CPH,SFO,5370
CMH,DCA,5370
BUR,SLC,5371
IND,LGA,5371
GEG,SLC,5374
JFK,MEX,5374
MIA,UVF,5375
MSP,YWG,5375
MTY,ATL,5375
FLL,PHX,5375
KEF,SEA,5375
STL,MSY,5375
IAD,SJU,5375
DFW,CRP,5376
MUC,EWR,5377
MNL,GUM,5378
SEA,ICN,5378
MCI,LAX,5378
KEF,BWI,5379
HNL,AKL,5381
EWR,AMS,5381
ABQ,OAK,5383
STI,MIA,5384
MDW,SDF,5386
OGG,SEA,5386
CUN,MDW,5388
MDT,PHL,5390
TPA,LGA,5390
SAN,PHL,5391
ORD,PVG,5392
ZRH,BOS,5393
ORD,DEN,5394
LAX,LIM,5395
LAS,SCK,5395
TPA,ORD,5396
CLT,FRA,5398
FLL,SDQ,5398
BZN,SEA,5398
ATL,PBI,5399
AUS,JFK,5403
SDQ,MCO,5403
ORD,MSN,5406
SYR,ORD,5406
EWR,YUL,5407
FLL,PIT,5408
GDL,LAS,5408
SEA,SMF,5410
PDX,SMF,5411
CUN,PHX,5413
TPA,CLE,5413
LAX,LIH,5415
PHX,IND,5415
PIT,FLL,5423
IAH,YYZ,5423
EWR,DUB,5423
DAL,MEM,5424
DEN,BNA,5425
BOS,KEF,5426
SNA,DEN,5427
EWR,BCN,5429
IAH,TUS,5429
MSN,ORD,5430
MKE,BNA,5431
OKC,STL,5434
SAT,ATL,5434
SAN,NRT,5435
YUL,EWR,5435
GEG,OAK,5436
SFO,SNA,5439
OGG,SAN,5439
SEA,ICN,5441
ACY,TPA,5441
MIA,SKB,5442
JFK,EZE,5443
RNO,SLC,5443
ATL,SCL,5444
ORD,MUC,5447
MKE,PHX,5447
NRT,SEA,5449
DFW,CHS,5452
MBJ,ORD,5458
SJO,FLL,5459
PIT,LGA,5459
AUS,IAD,5462
NRT,BOS,5463
PDX,LAX,5463
CUN,MCO,5466
JFK,BCN,5467
CLT,XNA,5467
STL,MSP,5467
VPS,CLT,5469
MSP,GRR,5470
PUJ,MSP,5475
MSP,HND,5475
MIA,IAD,5476
HAV,TPA,5478
SFO,BNA,5478
LAX,SCL,5479
SEA,TPA,5480
EWR,IAH,5480
RNO,LAX,5481
SFO,SEA,5482
AMM,ORD,5482
JFK,UIO,5483
LAX,RNO,5485
SNA,SFO,5485
DEN,BIL,5486
ATL,SAT,5487
DEN,JAC,5488
STI,BOS,5488
MEX,IAH,5494
KEF,JFK,5495
SJC,HNL,5496
SLC,SJC,5496
MCO,RDU,5497
DCA,CMH,5497
VIE,ORD,5497
BOS,YTZ,5499
KIX,HNL,5500
BDL,DCA,5501
YTZ,BOS,5502
SFO,DUB,5502
EWR,EZE,5502
PDX,DEN,5503
DEN,MUC,5505
FRA,EWR,5510
CLT,AVP,5511
SAN,TUS,5513
IND,CLT,5514
SDF,MDW,5514
SEA,PSC,5516
SDQ,EWR,5516
IAH,GIG,5518
SFO,RNO,5518
TRI,ATL,5518
MLB,CLT,5519
SAL,MIA,5520
PHX,GEG,5523
HNL,PDX,5524
ORD,RDU,5525
MCI,PHX,5526
OAK,GEG,5526
SJC,SLC,5527
GDL,SMF,5529
SAP,IAH,5530
MKE,RSW,5531
NRT,DFW,5531
MCO,CLE,5534
MIA,POP,5534
JFK,YYZ,5535
SEA,OGG,5536
CVG,IAH,5536
CLE,MCO,5538
PUJ,ORD,5538
SLC,FLL,5540
IND,MSP,5540
HPN,CLT,5543
DEN,MSN,5545
OGG,OAK,5545
DSM,DEN,5547
CLE,IAH,5548
LHR,LAX,5548
DTW,GRR,5549
YYJ,SEA,5550
RDU,IAD,5550
EWR,MUC,5551
PHX,YEG,5551
MIA,BZE,5552
GDL,LAX,5553
LAX,BNA,5554
ATL,LIM,5555
MSY,LAS,5557
MIA,SEA,5560
MEX,JFK,5561
